row_num,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16,region_17,region_18,region_19,region_20,region_21,region_22,region_23
0,1.0276411093899518,3.018817247386097,3.2691487211184485,5.192830969132178,7.119131775300291,5.809947528055772,6.431960429433678,9.2494351490403,7.825127604311726,7.316006345194692,10.419645868402618,15.83906993268254,19.27495507653537,13.749417299506604,17.721946811173733,12.040670868503366,20.715902880124453,12.821327572649405,17.76495467861598,17.479662437245867,24.641298742495614,15.639291209072063,19.61741746405811,24.296331050852167
1,1.4767530966885707,3.1235649949344646,2.1553944496420456,6.661573711027119,8.735325512249855,6.36810890930535,7.303798161999529,13.603620914984624,10.773438476240067,12.655432663749073,11.479261388954786,15.987579072363108,10.327857014436544,15.876125694629144,17.324933442922617,13.982125907531499,10.863961305649546,18.538410943102573,10.977201635634888,23.80911396774765,17.086849968450842,22.636836573064766,0.9475260450722729,16.829884722331347
2,1.7287702993098533,2.5091219869251025,2.9590781190966737,4.383087393139566,7.085336743826104,5.62222855800195,5.600529791248735,8.918115360854841,12.71479771594097,10.043134554734754,6.812784549005294,14.334930129283885,18.862914974467138,21.246292256760796,5.632982176756109,18.300777067383947,10.207179276733658,23.97570112117865,12.767636823198433,22.556504201202586,16.089225194809682,21.963757678311573,17.912558242965403,25.608401966950595
3,1.7049662588394319,1.736496552255358,2.8099742931103484,3.5424564355474226,3.8383487291494824,7.749825152296179,7.045702396442127,7.276157302000424,8.07837637662846,8.626239011158445,9.037578937708023,13.419645872665088,14.318232489142607,19.64133313711283,13.014737195463326,10.081208054661658,7.2728502624355755,7.110419974522925,14.287829671510696,27.54203068883831,14.693634141838547,20.30624920764498,18.191830422059187,22.614047461412405
4,1.1748033247207152,3.1610576055434287,4.020064389968781,2.9571722775667717,7.661333353658016,5.5146751189516054,8.818947288985562,9.282879207497347,9.23428708188354,12.831458440270747,11.50890679270189,19.72731791614367,13.03064328918216,25.113552774207083,28.276450618121984,17.953298647310486,12.995213727509451,18.795115432589085,24.5226300912427,29.22968849162887,23.77271538395092,24.545786953626493,14.371124904750264,27.056633356770497
5,1.605116146339788,2.3706534035616893,4.181655945974956,3.739520722143739,6.627265603922204,8.942315360808799,8.548340478855522,3.525050390767685,12.731955651416232,17.04230224132778,14.241525637710328,10.517189981240467,6.493560990730352,20.529722164791107,14.73737754080323,11.284599958707819,16.72456347945913,19.22028757163645,20.809499464253854,18.781449277572495,14.715122091258438,20.347972735020857,18.02750209172846,25.84080614930373
6,1.283478541420518,4.337918250140151,4.017320548365226,4.574543533779144,5.086587429064949,6.8722429150616104,5.728354803121592,8.948034502215782,12.463589530736968,12.271349462915513,8.04120753943879,10.75944338416749,13.392391547480344,10.611632655167195,19.645717311438087,14.681263635097835,19.294127592596006,9.905569374545163,23.03554180348532,16.809752940140257,18.84577960957805,17.629495474486284,25.476678280205842,25.733340722660156
7,1.1056016536017235,2.6209792718812994,1.493924072520209,1.9760118368885293,5.244415431874228,4.692116858848696,7.502263280618758,11.28874163207579,6.023819435673925,10.92862276934401,10.295114667184926,12.31537604527379,12.72129167078838,18.982254000064952,20.914660961986694,8.911342067758191,21.648243621168362,22.611210321189482,14.753509487728998,14.35013439057095,19.291082461200087,35.61972838440772,22.57194127543657,18.404732419191816
8,1.6655841097741877,3.102191100194857,3.3592820244423027,4.555381664387046,5.801372733767579,7.578878184141412,7.419084599051482,7.734664235155525,8.752769703061997,11.346447517455536,11.176859723006022,14.510416392438037,12.507090598253432,14.639441256433816,18.373782096039264,17.12755989653993,17.017208060546643,18.92647934461343,23.670935125739035,20.75470580919283,18.77389392399824,17.121189906288286,12.456596236651889,24.151974747414513
9,1.634637680074545,2.509836336711796,3.0229334208152476,4.92797891254736,6.3876165228835395,7.047240135503462,8.558793829462573,9.417055324294068,7.597757177365217,11.536224314453724,4.406373077000067,16.155961340300607,25.008883132296212,18.949559902244573,18.693564031386323,11.809192076876947,21.247446017962115,14.153239634233675,28.068377704759698,20.222532659042948,13.673758153205391,20.817425303898894,34.01615648605191,8.737010802913959
