row_num,country_0,country_1
0,119.02965207445351,156.55645973330033
1,118.60102598131684,152.07064861094977
2,133.38843950698123,146.88339652296702
3,113.95119832677787,146.86514507188969
4,117.91725931253313,159.3458570514002
5,126.08175338650105,157.63211220333494
6,97.17914892936548,158.18955487836124
7,104.31585861825391,133.1092653178298
8,114.08786458448391,158.12203513865467
9,112.88584794003464,157.19512445786944
10,112.26842955328735,165.11487273537747
11,100.17243227954165,150.3885505838789
12,136.140355341627,148.62279264012807
13,95.23303174624115,149.3892113928722
14,118.44504821336278,151.62287930521595
15,104.9056673611422,149.32885114790253
16,121.44006803776104,167.53307725377135
17,108.31591427705689,154.6310661441765
18,127.62722475220636,157.57270502621554
19,133.20608454242205,147.97028516129677
20,118.70360681027162,152.20950495090943
21,114.6766854444857,150.67303226908223
22,115.68598277239286,150.49456601194
23,107.01390792580727,158.038677852157
24,116.61531234268466,144.67517124532048
25,122.2396752343565,145.54560865473923
26,116.12423389215238,157.88420798256442
27,115.64899760997682,151.91604059082704
28,92.2410791672037,160.6867498158303
29,122.69931954036463,145.53196642465184
30,124.7322255987867,146.7326308748828
31,127.78173812723306,146.26212292805897
32,107.82449937616443,155.05999981222175
33,120.06936660662618,150.04436489450651
34,123.36979690433522,161.71446388922857
35,117.94270148333143,152.5585337328406
36,126.93419213071385,147.83731987182225
37,114.80865596233691,148.12522831868634
38,127.47794322579524,147.82433441523494
39,113.28232333226309,151.42414032691622
40,111.82808878748207,156.0372652936784
41,114.39235881506968,147.54704968471052
42,117.21691369705277,154.86054914559566
43,114.96283938567983,138.47001565931149
44,122.19306286262469,157.81939064367666
45,110.73332803664744,160.50490414007135
46,115.46908984419336,153.5523926463775
47,111.88671599575835,145.15651388964557
48,117.49840327045324,149.28134052261515
49,110.40699331469642,154.14224891072638
50,120.90585066694052,164.66952871554366
51,113.38137154526771,166.61453987189134
52,118.464994246608,160.9579169252276
53,107.524147893542,144.81861295566495
54,106.7487218787164,149.93588055249865
55,101.19496697620087,142.39340793763301
56,111.37605896681123,144.12660930552644
57,129.12061968344403,154.01139430882577
58,133.0944183418373,136.56808943499536
59,116.80937368824672,158.10389801985784
60,104.48277018381033,148.37848144090376
61,106.90724392484552,155.38000893061314
62,112.17912017333423,152.98322343635922
63,126.84459397352293,157.5917596476614
64,135.0081038200176,148.54962131649734
65,120.32454461608589,145.73465395387012
66,120.31876982994058,159.9333883487829
67,111.83569078469671,158.3988894480425
68,105.78324750972536,145.335915032644
69,117.98131951990493,158.69633766002175
70,110.1648814939416,150.31200081326494
71,104.47623141746283,157.0749167790009
72,119.74187470410922,156.1072601602595
73,131.525386630691,159.33064747267275
74,116.96077679103769,140.9554602703519
75,113.94570912194862,146.616181210376
76,120.60852258165748,153.66185457681385
77,110.343204677281,163.5766382794783
78,122.32487321910718,159.68558085729146
79,106.2473632065114,134.07661330079404
80,140.8726151883218,156.77985580400352
81,122.36081008469898,149.0538239394607
82,110.36827577885191,162.78679877850686
83,121.56622634180111,149.3732277610613
84,116.00809840824195,154.3463695515777
85,104.5341926192431,145.29334853316865
86,125.57809966479694,152.57704194609968
87,128.40664764450966,145.6012631749713
88,121.54378554863808,143.84063853363776
89,103.924191671523,155.48820628344905
90,101.61783039770201,152.6733178638675
91,112.60317456609553,144.02684872229872
92,119.27369544562926,153.359592845087
93,125.32049077120567,156.28412068400544
94,113.9189030482579,160.61879966024193
95,99.01351184637565,142.95998590049103
96,132.79879416695655,149.78282463315026
97,118.03075780143553,152.14447679218296
98,112.13459090662232,154.35212899722995
99,114.81128387540403,146.89815505019027
100,112.24736966918974,144.7116584664505
101,114.33140932201962,155.46824372166162
102,111.32497629677292,159.2002703060713
103,118.2960799176252,167.72353436908864
104,123.16538857365562,155.38656790176583
105,112.27175080600071,159.1675229818902
106,109.41415408278384,151.0034533744696
107,129.45305918230252,155.29775649745352
108,125.77168175430202,152.94877917938908
109,119.68943168866676,147.37248809276812
110,116.86206359377259,153.81973042563004
111,104.14416247025694,160.44233458872415
112,129.80471618169133,148.36600620590775
113,134.31392891905264,155.0054432977174
114,112.23811351760439,148.70390080989364
