row_num,country_0,country_1
0,87.62765903414191,118.99220946405035
1,90.09831171157505,116.9755730845815
2,94.16640698701741,111.0750457297186
3,92.90096981006351,123.80495899656115
4,91.6090952587727,119.83879815249374
5,91.75604118087867,118.73741294814272
6,90.22750899977575,126.38108096600814
7,96.67610687207852,124.47356035428734
8,90.338517232978,110.11971559839063
9,84.71686186333304,116.64431814810146
10,81.60200966626195,121.5581800324443
11,83.01665689758252,119.96766586718833
12,94.05795619981474,108.03889603754554
13,90.05345244940335,119.39465898283481
14,89.59140966205541,117.97429046209663
15,91.60050461663872,118.18467322323446
16,87.33623045578145,111.62496325966804
17,92.66356119818181,119.93816780741076
18,89.48605419585067,115.20232270001449
19,96.01675458017226,107.24737769677242
20,97.64558875542383,125.13149673635192
21,92.33125832952103,127.75229599267739
22,91.78545188876836,113.4311807272147
23,88.73572527772909,114.73306155547948
24,90.39271608463841,118.83750210362798
25,97.55850812011343,120.26978435498913
26,90.2682364382505,117.31953783498376
27,87.68250991979636,124.06071954861778
28,86.64831822217792,117.36399070732345
29,93.0949788893353,124.3588720689451
30,88.55553162262595,110.70191570280485
31,96.26010760766815,122.29713723269302
32,88.91915228861873,117.16013246851325
33,88.30473854195739,119.04766037993558
34,91.66659123477856,116.55159361233896
35,83.75324330500712,114.88841749191008
36,89.19622503933938,112.24560631963729
37,90.08461663698523,114.76276944873098
38,94.65731464597343,118.96038725888607
39,93.00933470339078,108.73933172383582
40,89.95768961169766,119.66294476440126
41,94.78497694967547,121.42029663496561
42,87.54620020406541,120.96331033433196
43,90.49278790553757,117.56987819785554
44,86.80261540191934,116.51848703088574
45,86.50970732174956,116.52977594785334
46,92.76008876162554,121.99063810287896
47,95.63240663711949,118.54564408730612
48,89.74238599562347,120.93168753541646
49,89.83197699121544,121.26961471090803
50,90.37643237511278,117.09447584458731
51,89.22899175200511,115.05411766599941
52,83.83328371790066,115.15489086531241
53,93.25806431072729,114.30382666553385
54,89.53668784619407,116.82970286811188
55,90.85166678593363,122.7845836912524
56,95.08329891086872,126.2384984481227
57,92.22284687685885,116.06515232354307
58,96.69215114767147,116.8545651348719
59,88.61598190492322,124.06285402296383
60,91.1749701508444,118.84469765530271
61,85.66025555719723,120.20244940500788
62,87.25135044607383,117.50203509865614
63,91.84155364879028,113.45616881798315
64,93.7534905738681,112.1348652538515
65,89.15888819104302,118.34095411510181
66,91.40738845618935,117.27761958166838
67,88.21814830466909,114.85552746286699
68,89.40375318269183,121.15271429632901
69,91.02573251193701,116.36238862259351
70,88.11564818251261,123.66724882142383
71,90.93501907160783,117.77489703695022
72,89.8153585355362,117.09533972560342
73,88.78755304164355,116.65974912049865
74,94.84321876307911,115.5951559820154
75,91.73484786052299,114.39812423707775
76,87.99332952031745,112.22509623999176
77,88.71511713929527,119.32353865428465
78,89.82168750631484,107.6216776426386
79,97.80026315518995,117.33614606996508
80,86.8473310472142,114.49258010522249
81,90.829234548698,113.56086309919945
82,84.77517026931105,119.26252398044853
83,84.17782772913199,117.43164850831656
84,89.35233805676503,122.31396814448095
85,90.06392654715839,115.83499164662067
86,86.83759992446092,114.59460503315347
87,91.0728113936786,116.31314482688495
88,94.00675856410481,116.977371652721
89,90.82372731744599,120.39335252624016
90,92.45238181615011,123.22873755119534
91,89.5612121763627,123.7260255770459
92,89.92872634254283,122.29246238789185
93,90.3721485703706,113.88151564669064
94,88.50582173638199,112.1186351922635
95,87.80683399751706,113.30523212039785
96,95.58205047345592,115.5274545701025
97,90.57204212339805,121.81054634646806
98,83.16533263025221,119.3338747216248
99,90.52943559500329,120.35050804964791
100,91.86287035023702,119.95916519772886
101,89.2427902566374,120.15759346371638
102,84.91570173461388,122.79371692965715
103,81.70606288567653,114.86752410642205
104,86.8004855369204,117.25600446634142
105,87.93185579132673,112.3856018706613
106,89.93420407200841,117.55564694493266
107,89.49106995134818,117.9421059853035
108,93.2251130781754,117.06254486690285
109,91.12775960110396,110.69458150846525
110,92.17813550597239,112.59694196236381
111,84.1925611813052,120.62398126910962
