row_num,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16,region_17,region_18,region_19,region_20,region_21,region_22,region_23
0,8.890533164230085,6.709868542966474,12.90176509646297,2.102233603900435,4.80963223407763,3.423858833622058,8.731514668417482,10.623441438940905,8.14805631592659,5.720531774026917,8.145659322259155,6.413611594041885,7.7885457658391,15.23601326907553,0.7625973554139716,13.50335594604416,10.830790412439034,3.1601364698127155,10.033160992834425,8.45322905974769,5.712740120069063,12.680698623500557,16.07333047528894,11.296466114946135
1,8.110286332312327,8.03304781236355,14.055050207353265,2.451088783305743,4.234142296309324,2.047440631877137,7.356580519783108,10.672713734201206,8.71335559266683,5.748157719726693,7.536510026206475,6.4328303228002035,7.591335290284105,15.53318157991411,1.1220054141184421,13.192904495444056,11.060948687712768,3.3465387383094862,9.61152925576388,7.1414262808120075,4.8606842219783095,12.501829006885636,13.570434278073305,12.33447580599095
2,7.475246000774158,11.357818648572017,13.326954637708763,2.141121378124107,4.099800760007751,2.8559235987738485,8.279027854006728,11.473149270020048,9.43123862873607,9.019642670559817,4.968889855110289,8.33810203326033,10.366268297963051,10.052797990235733,4.309804088973589,12.732211557994567,12.32289987752857,7.061226697224859,11.649304251885042,6.488642099488971,5.986579918640773,13.309407299334056,15.598983285190107,12.714627393873172
3,8.974503506944155,7.843363463963968,13.119290138970255,1.1673829230346913,4.906662538207339,3.07033419747536,8.99492289434091,11.45539375808521,6.902792367031768,4.153645311434932,7.220588717074771,6.805110284686391,7.322577352543924,15.711896812297077,1.0927220212878215,14.383148107641684,10.676088251198548,3.9098619025327346,8.946883631034055,7.51274246285697,5.490193466658969,12.87085688724456,13.942330748421448,10.627769843891503
4,8.478600072834464,8.309766851833059,13.837413597856116,1.1229277758243983,5.126312741590473,3.503918710740005,7.19906292813763,10.448528400308192,7.340316285207447,6.844461741834635,7.759512936970633,7.480854314570154,8.672145215687562,16.47723958985579,1.021711864150144,14.1349413885733,10.951950708555154,4.092884612846868,10.34129671330479,7.0830811010041,4.821878801451053,12.888647272472426,14.282014800580603,11.91006030805445
5,9.230651746553471,9.526937757731838,12.856435264130143,2.2463419415900066,4.399393648794324,3.0256940886324766,7.263019581617425,11.97079862539255,8.123634379219745,6.195460077325977,6.831433147953274,8.399789228493987,8.574013818563325,13.124383745506355,2.5524500209515844,14.528418367690483,10.461207090604312,5.242676795492834,9.993124688955552,6.455695115032758,5.659624917379893,12.689827250551003,15.29036853377721,11.901004446811019
6,10.396708894824846,5.055240990425608,13.261126318199697,2.1680229751256337,5.396448334646411,3.419951609453834,7.700913682208029,10.448283262552591,6.7480562563322435,2.474165078231537,9.039710191296404,5.658017322643786,6.493774262211404,17.529051520393466,0.6330013534072569,15.923509265247311,11.009969495817451,1.8341362415406595,8.953261367905315,8.65822751455661,5.863344506845398,12.966289656794237,14.554979681067186,10.151955023811759
7,8.433266562799547,8.014962195132412,12.648754956368556,0.9699371513345549,4.241983104152836,4.151486374344291,8.716188802401144,10.740141222709934,8.70369465189233,4.600905888050901,6.3715768977198906,6.006501770434008,8.669400448146286,16.55063290614232,1.816017588463298,13.823601897683528,11.672097681089003,3.4382717165727286,10.5181462400122,8.221808646037685,5.00268813751774,13.587069133284515,12.394612291082392,11.394235111498903
8,8.821850679050076,10.463838971322433,13.269239831485171,2.869232785727541,3.587873659886908,3.214899583949052,7.540659543789129,10.382958311400662,8.219392937142338,8.576412055133632,6.0310737128181255,9.62626442212062,9.901843255033675,12.027808336066686,5.0993882090775875,13.50547171802521,13.508084862779247,6.499904679517625,10.23202739849695,6.411359022670176,6.080917367624904,13.181229685638295,15.170449923037152,13.02659693373838
9,8.310942912590338,11.980044752649352,13.57251552752308,2.6408020444281974,5.366429089845805,2.8445809130836754,8.178440237731323,11.81673056805519,8.795995319460165,9.84386628511219,7.363299800817427,9.14672616874271,10.560334612924125,13.486325877294156,4.649419007091504,13.913596971479606,11.315342145717556,4.156719824916595,11.65927715619604,7.2390251458672354,5.635114128503685,13.016206272269908,15.280914868761455,12.603871445274065
