row_num,province_0,province_1,province_2,province_3,province_4,province_5
0,28.502166803659527,19.067239340017604,39.05130044519545,48.1213027488118,27.359266642463894,40.05049521373563
1,30.19838435202914,16.08925223127531,39.1035673956014,48.500375467473475,24.960178496863684,38.40673909094989
2,32.160019287054936,17.375873590912434,43.231022457686564,49.783981812695515,31.185752967239644,41.623017978397336
3,29.937157109878378,18.1393025530583,36.53753043831308,49.18643254496905,25.859681463082726,37.44095747955751
4,30.625780522523637,16.952222156292507,39.87367367889106,51.25798876682195,26.33914122860681,39.08072238110748
5,31.614024768415455,16.93444926063423,41.52111545838554,49.24047304331606,27.35112151686104,39.88120023113923
6,28.71307620345015,18.68533660143391,34.36823211105656,51.58930589707689,25.308969630847983,37.67322436167318
7,29.096983714300514,18.079595432232825,36.422820430807064,52.53175052152443,27.180914740140356,37.37591653586581
8,32.554929481857684,17.21266557335263,42.83610143861538,54.04259638098241,29.224208468309655,41.37827654241383
9,33.86350319276277,19.030252285089,46.966618142187684,53.925018614506946,28.690136255483555,40.90099258630543
10,30.023149094227833,14.727455349357939,42.45485937942983,51.30280005667848,29.41500286261106,42.04576624258557
11,32.4256682018839,14.71207121488538,45.29436952369286,53.53419785314654,26.572625819393522,39.15368115599295
12,31.197574601011056,17.34656339250612,41.069832505377015,50.20014456472429,26.56339714947613,38.35555013239222
13,28.790707013505695,17.934794946769898,40.22503198587259,51.599871721796795,27.81547340346492,40.85215929342357
14,32.534818974542794,16.88404829281942,44.30766646617788,49.88182659424324,27.20009673060742,37.651466283479714
15,27.399038907517433,19.47025820090086,37.27352447844511,51.14639801315056,26.36821672556535,39.132317674755456
16,33.63177815025711,17.80632807196198,44.49159525649964,49.8775407702066,26.46283852475134,39.46564880109337
17,33.528885280696485,15.044334337663052,41.38527610092621,52.887155484743985,30.264502226467798,40.51263545221887
18,32.85834684087272,16.684122892906068,38.08929260591481,47.08530681874215,26.819060656616262,38.79883125563342
19,33.641468233149254,17.619048259943785,40.62164236688099,50.07986065118746,29.471138723125907,40.135118356569194
20,27.236590944612857,19.637600795892816,31.763414829854135,44.60329827528459,29.932809483266716,39.02113297905997
21,27.073651602685434,20.84614826993412,33.87029462429663,45.956618205979666,26.691195718005982,35.723184717662214
22,31.24109975160525,20.309272914006762,41.7853458973821,51.172378344167775,29.84344287072628,39.72869497777355
23,33.531046494073,16.628546925423308,46.34080623139533,54.24700149606074,30.328111877954864,43.84729784919602
24,33.41889043361908,14.934185870603212,44.25935981721851,50.30671800167144,30.61351661566594,40.08217825217823
25,30.311332146174685,16.65580661124018,35.32986592373998,49.156664689602486,29.561980676326577,35.625593038981556
26,32.034308280607014,16.451844511044477,40.01322534335762,52.095093070322704,27.010555209012598,38.62182902845424
27,30.8616503625189,18.896474225880013,37.28267002835416,47.869728097728355,26.923317610288034,37.65378323884087
28,30.870027536001924,20.204984390359776,40.11795829396284,50.264770176545944,25.805113428822324,41.94588406434672
29,29.77123681390246,19.28543564810596,38.291435348821416,47.45928433725638,28.362923971167227,36.40126870709241
30,35.37146412684366,15.705273684076852,50.11111367595491,52.952239863539525,30.461780427630426,41.04681898879707
31,27.805087826159067,20.457368103626088,38.54223130490104,44.730056873087605,27.131467547237985,36.827157781999674
32,30.695800718489913,18.02620771297881,38.546158120784746,51.586922692696255,27.727420831874714,40.155549089497605
33,31.712068779879267,18.033323568471424,43.22451551651656,47.92234931667332,25.912234741525587,39.339292169743025
34,29.9249401627457,19.679978073393375,39.41797447592908,49.44150457340227,26.845030601254837,38.66673011684581
35,35.829926445399856,15.321978837386165,44.877036023418576,53.428576046902435,28.035866924114973,40.220093280944425
36,34.025238577944585,16.083951920813966,45.56504403148038,49.21044279557016,27.454906691272626,40.180915097170725
37,32.99663729946538,17.505500867360517,42.48113385787952,51.443253674116676,29.87447355213017,38.73518651362724
38,32.30388357935271,18.430611048300147,38.814533486891605,47.305910818949656,30.399376326966806,39.56833559783013
39,35.345994537000934,15.164603933387555,47.25858195644993,50.2287622963348,31.306595542930424,43.977604164526745
40,30.521207453320294,18.02541704314974,39.385640699214306,49.414196121973305,26.386785432483478,38.1008380994775
41,28.596154954075462,18.407823665775496,37.692648260159075,46.20575176900684,26.900003993762258,39.16647754395135
42,32.76732781691582,14.598120756906381,41.54853924918383,50.36210286126394,28.53806637001896,40.58977658870522
43,28.060155758574993,18.742672721874683,40.83107173630768,50.51355500157253,28.09164365522147,37.30755755268738
