row_num,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,region_8,region_9,region_10,region_11,region_12,region_13,region_14,region_15,region_16,region_17,region_18,region_19,region_20,region_21,region_22,region_23
0,8.638585890189152,10.269163631423767,14.043214677698023,2.788263921350727,4.616419261148941,3.5124593417445236,8.60864919586878,11.431423712998049,8.775113123377452,7.851628314170878,7.499230462713105,8.571112570852804,9.06544377520011,13.495885766061162,3.201468009216941,14.154991582076386,12.076697618247268,5.61390406008536,11.623725228199769,7.814801113729732,6.508938009159225,13.512539446657732,14.596509402688268,12.328403435565196
1,9.204322561146922,10.834900296966374,14.608951355974591,2.486530861897255,4.314686202883703,3.2107262739448883,8.3069161356556,11.104447897720945,8.448137308100348,7.524652498893774,7.172254647436001,8.244136755575703,8.994296737285008,13.42473872814606,3.1303209713018387,14.083844544161284,12.005550580332166,4.943257709624736,10.953078877739145,7.144154763269109,5.838291658698601,13.780819870384873,14.864789832652042,12.59668386552897
2,7.899217858749788,9.529795568023658,13.303846637669842,1.5740506737619528,3.402206015416213,2.2982460977597783,7.3944359505340165,10.972061853620351,8.315751263999754,7.392266454793179,7.039868603335407,8.111750711475107,7.760302804438095,12.190744795299146,1.8963270384549253,12.84985061131437,10.771556647485252,4.0996280764616095,10.10944924457602,6.300525130105982,4.994662025535475,12.2887819210476,13.372751875092698,11.104645907969626
3,9.247781194580984,10.878358914169336,14.652409979678506,3.042399502843585,4.870554838349085,3.766594922492261,8.862784773794544,11.118512960440569,8.462202370819972,7.538717561613399,7.186319710155626,8.258201818295326,9.510466618690582,13.940908609551634,3.646490852707414,14.600014425566858,12.52172046173774,4.846603347692188,10.856424515806598,7.047500401336561,5.741637296766053,13.537042011077377,14.621011960595979,12.352905993472907
4,8.453869287846913,10.084447040018373,13.85849810093454,2.5222363432617225,4.350391677640172,3.246431746357744,8.342621609928047,11.030065945138833,8.373755355518236,7.450270546311662,7.09787269485389,8.169754802993591,9.501779392203494,13.932221383064546,3.6378036262203244,14.59132719907977,12.513033235250651,4.920185089616401,10.930006257730811,7.121082143260774,5.815219038690267,13.470638670631361,14.554608632280726,12.286502665157654
5,8.335789392079313,9.96636710884854,13.740418164661492,2.2318606451284326,4.060015981049313,2.95605606805585,8.052245916977219,10.627528252796726,7.9712176631761285,7.0477328539695545,6.695335002511782,7.767217110651482,8.887414630515968,13.31785662137702,3.023438864532799,13.976962437392244,11.898668473563125,5.07458366408437,11.084404832198778,7.275480717728743,5.969617613158236,13.054897835733454,14.138867791286826,11.870761824163754
6,9.352537784792414,10.983115529467558,14.757166577789762,4.192195973676149,6.020351303944688,4.916391392160483,10.012581240123088,11.831932057050954,9.175621467430357,8.252136658223783,7.89973880676601,8.97162091490571,8.982922772169484,13.413364763030536,3.118947006186314,14.07247057904576,11.994176615216642,5.74240797947604,11.752229147590448,7.943305033120413,6.637441928549905,13.922240593192834,15.006210553388739,12.738104586265667
7,9.472438453449032,11.10301619512807,14.877067248075646,4.081905486209602,5.910060830708314,4.8061008992875855,9.902290763092976,11.719325104215747,9.06301451459515,8.139529705388576,7.787131853930803,8.859013962070502,8.711429040100876,13.141871030961928,2.847453274117708,13.800976846977152,11.722682883148034,3.732600439647535,9.742421607761944,5.933497493291908,4.6276343887214,12.861041836571484,13.94501178132273,11.676905814199658
8,8.035986587520847,9.666564338074133,13.440615411292075,1.9410276313365893,3.7691829665754732,2.665223046486826,7.761412901209072,10.931788327972676,8.275477738352079,7.351992929145504,6.999595077687731,8.071477185827431,7.623412679056584,12.053854669917637,1.759436913073415,12.71296048593286,10.634666522103743,4.937588385318721,10.947409553433129,7.138485438963094,5.832622334392586,12.211334419101874,13.295304403978111,11.02719843685504
9,5.898601673485922,7.529179424645844,11.303230477315356,1.7174389139214399,3.5455942540509318,2.4416343280168102,7.537824187421565,9.907094844559202,7.250784254938605,6.327299445732031,5.974901594274259,7.0467837024139595,9.431187643944599,13.86162963480565,3.5672118779614284,14.520735450820874,12.442441486991756,5.113394213962979,11.123215382077388,7.314291267607352,6.008428163036845,13.615802978643286,14.69977294965437,12.431666982531299
