row_num,country_0,country_1
0,122.01067493230877,159.9332688904432
1,120.86607362496869,157.69978958267987
2,112.63890851791163,143.67918752133684
3,123.29024937600578,159.16268793855795
4,118.3856259795763,159.21436877674284
5,114.85719498867842,155.51291674929135
6,131.77080053510355,161.26378300078883
7,131.1263058449246,148.6834878803784
8,114.31575497025302,146.11423568568284
9,101.8857779295485,160.06973947559385
10,108.62361659865181,154.38016043344442
11,113.87863905503994,148.88587894613804
12,120.27899873548455,149.47065888818963
13,121.82398641166591,154.24839985514956
14,109.82868812288318,159.07572096930366
15,129.9910667327987,152.26027466293908
16,106.90204644125689,159.49768729579355
17,116.74573248846687,151.55966619429174
18,114.16285924220804,159.0743599542096
19,119.19849336397759,141.07452089276975
20,137.73066713632744,159.0611227172726
21,131.84469672446428,169.08617707919728
22,118.62166962557397,146.8757397666118
23,107.63056304780278,146.90816151102274
24,108.34210851003763,147.7654394083482
25,134.04182758869354,147.42046303408046
26,118.22683245301846,150.85004478857795
27,124.5397370483116,159.79492361767598
28,120.83956346515409,161.21832475648168
29,119.78492988373841,160.97467376277183
30,99.29582804025274,142.5414287694925
31,127.40372857314145,160.639261879885
32,123.16920091023859,151.12263911743435
33,109.52083013927921,161.4046383687349
34,119.52316266456853,160.87460373953678
35,104.42270896217053,147.04947677119586
36,105.5499591008959,149.47294737201486
37,118.29077895764422,143.17543828646006
38,120.92811604781758,148.33064529538944
39,107.24466085673036,141.37642866026926
40,117.28317678333059,158.85561252087393
41,121.83772669348915,164.07989033937233
42,116.49688896864416,147.68337976037782
43,125.90740274029613,147.5678516197826
44,106.44219791807649,147.5113347917541
45,113.87014458412494,154.8656144139987
46,125.43862996363114,140.34611781573324
47,112.48851134485916,142.78576027421263
48,119.57989998608454,151.1696117437554
49,118.60762196906143,158.76067174920075
50,116.93187168463596,151.2258913133926
51,123.21112087314577,155.55343146357103
52,99.00012702195563,158.86808861195271
53,117.15915583995155,144.28692437627575
54,112.89354983569328,146.64813108873125
55,120.07079605006675,154.8368234534456
56,124.44864617736647,153.7183702642593
57,112.1039190686293,164.00164522636584
58,107.91741146755646,140.9328693280023
59,119.306905224444,160.7410056368775
60,118.26208191191452,148.327504998405
61,117.83731316455149,158.8535742225181
62,105.2123748297403,156.18914175874497
63,106.35819790720237,153.85735044503647
64,123.79942184385638,157.69086916446486
65,105.49932833863372,151.53726804537035
66,118.00325968658629,147.82622014291175
67,119.98436796268487,152.72842177345396
68,124.51865615776711,158.61409050829297
69,118.28483904236545,142.1373020317364
70,121.29545397953235,155.12051273695067
71,121.81572376386072,157.68631011041938
72,116.18412102254305,161.95405302739587
73,107.78624753431396,153.45882987703902
74,116.03886823473599,136.78769057321665
75,108.55983351400255,143.5843784705501
76,103.00855920050971,148.92608046674235
77,117.29964431233708,164.97083693905142
78,105.53255354142046,150.7818196521685
79,126.3536246305433,141.00953206595233
80,112.86111858319583,143.61890558838485
81,121.09813101963346,147.84498875672617
82,112.11192662420609,160.04425492895876
83,104.60683821805799,150.45615373347255
84,112.5471748649736,161.5534991219368
85,112.6674351428955,148.76637463206407
86,98.73075654334774,154.70708784457065
87,110.74195676812694,154.10448506748935
88,120.76028638203256,154.24893939796834
